date,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,total_cases,total_deaths,hosp_patients,reproduction_rate
2023-01-20,0.0,0.0,64013.14,629.57,100331502.0,1089627.0,31039.0,
2023-01-21,0.0,0.0,64013.14,629.57,100331502.0,1089627.0,29579.0,
2023-01-22,308025.0,3664.0,44003.57,523.43,100639527.0,1093291.0,29548.0,
2023-01-23,0.0,0.0,44003.57,523.43,100639527.0,1093291.0,29764.0,
2023-01-24,0.0,0.0,44003.57,523.43,100639527.0,1093291.0,29253.0,
2023-01-25,0.0,0.0,44003.57,523.43,100639527.0,1093291.0,28893.0,
2023-01-26,0.0,0.0,44003.57,523.43,100639527.0,1093291.0,27925.0,
2023-01-27,0.0,0.0,44003.57,523.43,100639527.0,1093291.0,27030.0,
2023-01-28,0.0,0.0,44003.57,523.43,100639527.0,1093291.0,26065.0,
2023-01-29,294867.0,3743.0,42123.86,534.71,100934394.0,1097034.0,26244.0,
2023-01-30,0.0,0.0,42123.86,534.71,100934394.0,1097034.0,26733.0,
2023-01-31,0.0,0.0,42123.86,534.71,100934394.0,1097034.0,26364.0,
2023-02-01,0.0,0.0,42123.86,534.71,100934394.0,1097034.0,25875.0,
2023-02-02,0.0,0.0,42123.86,534.71,100934394.0,1097034.0,25361.0,
2023-02-03,0.0,0.0,42123.86,534.71,100934394.0,1097034.0,24662.0,
2023-02-04,0.0,0.0,42123.86,534.71,100934394.0,1097034.0,23868.0,
2023-02-05,285402.0,3452.0,40771.71,493.14,101219796.0,1100486.0,24044.0,
2023-02-06,0.0,0.0,40771.71,493.14,101219796.0,1100486.0,24815.0,
2023-02-07,0.0,0.0,40771.71,493.14,101219796.0,1100486.0,24542.0,
2023-02-08,0.0,0.0,40771.71,493.14,101219796.0,1100486.0,24434.0,
2023-02-09,0.0,0.0,40771.71,493.14,101219796.0,1100486.0,24001.0,
2023-02-10,0.0,0.0,40771.71,493.14,101219796.0,1100486.0,23707.0,
2023-02-11,0.0,0.0,40771.71,493.14,101219796.0,1100486.0,23042.0,
2023-02-12,278228.0,3440.0,39746.86,491.43,101498024.0,1103926.0,23151.0,
2023-02-13,0.0,0.0,39746.86,491.43,101498024.0,1103926.0,23789.0,
2023-02-14,0.0,0.0,39746.86,491.43,101498024.0,1103926.0,23844.0,
2023-02-15,0.0,0.0,39746.86,491.43,101498024.0,1103926.0,24017.0,
2023-02-16,0.0,0.0,39746.86,491.43,101498024.0,1103926.0,23664.0,
2023-02-17,0.0,0.0,39746.86,491.43,101498024.0,1103926.0,23255.0,
2023-02-18,0.0,0.0,39746.86,491.43,101498024.0,1103926.0,22407.0,
2023-02-19,254372.0,2857.0,36338.86,408.14,101752396.0,1106783.0,22647.0,
2023-02-20,0.0,0.0,36338.86,408.14,101752396.0,1106783.0,22962.0,
2023-02-21,0.0,0.0,36338.86,408.14,101752396.0,1106783.0,23092.0,
2023-02-22,0.0,0.0,36338.86,408.14,101752396.0,1106783.0,22783.0,
2023-02-23,0.0,0.0,36338.86,408.14,101752396.0,1106783.0,22452.0,
2023-02-24,0.0,0.0,36338.86,408.14,101752396.0,1106783.0,22047.0,
2023-02-25,0.0,0.0,36338.86,408.14,101752396.0,1106783.0,21332.0,
2023-02-26,267168.0,2362.0,38166.86,337.43,102019564.0,1109145.0,21343.0,
2023-02-27,0.0,0.0,38166.86,337.43,102019564.0,1109145.0,21876.0,
2023-02-28,0.0,0.0,38166.86,337.43,102019564.0,1109145.0,21735.0,
2023-03-01,0.0,0.0,38166.86,337.43,102019564.0,1109145.0,21375.0,
2023-03-02,0.0,0.0,38166.86,337.43,102019564.0,1109145.0,20824.0,
2023-03-03,0.0,0.0,38166.86,337.43,102019564.0,1109145.0,20429.0,
2023-03-04,0.0,0.0,38166.86,337.43,102019564.0,1109145.0,19756.0,
2023-03-05,227828.0,2197.0,32546.86,313.86,102247392.0,1111342.0,19858.0,
2023-03-06,0.0,0.0,32546.86,313.86,102247392.0,1111342.0,20208.0,
2023-03-07,0.0,0.0,32546.86,313.86,102247392.0,1111342.0,19952.0,
2023-03-08,0.0,0.0,32546.86,313.86,102247392.0,1111342.0,19340.0,
2023-03-09,0.0,0.0,32546.86,313.86,102247392.0,1111342.0,18708.0,
2023-03-10,0.0,0.0,32546.86,313.86,102247392.0,1111342.0,18189.0,
2023-03-11,0.0,0.0,32546.86,313.86,102247392.0,1111342.0,17567.0,
2023-03-12,170593.0,1887.0,24370.43,269.57,102417985.0,1113229.0,17708.0,
2023-03-13,0.0,0.0,24370.43,269.57,102417985.0,1113229.0,18032.0,
2023-03-14,0.0,0.0,24370.43,269.57,102417985.0,1113229.0,17624.0,
2023-03-15,0.0,0.0,24370.43,269.57,102417985.0,1113229.0,17354.0,
2023-03-16,0.0,0.0,24370.43,269.57,102417985.0,1113229.0,16908.0,
2023-03-17,0.0,0.0,24370.43,269.57,102417985.0,1113229.0,16456.0,
2023-03-18,0.0,0.0,24370.43,269.57,102417985.0,1113229.0,16068.0,
2023-03-19,126613.0,1741.0,18087.57,248.71,102544598.0,1114970.0,16171.0,
2023-03-20,0.0,0.0,18087.57,248.71,102544598.0,1114970.0,16572.0,
2023-03-21,0.0,0.0,18087.57,248.71,102544598.0,1114970.0,16318.0,
2023-03-22,0.0,0.0,18087.57,248.71,102544598.0,1114970.0,15965.0,
2023-03-23,0.0,0.0,18087.57,248.71,102544598.0,1114970.0,15695.0,
2023-03-24,0.0,0.0,18087.57,248.71,102544598.0,1114970.0,15605.0,
2023-03-25,0.0,0.0,18087.57,248.71,102544598.0,1114970.0,15091.0,
2023-03-26,152968.0,2084.0,21852.57,297.71,102697566.0,1117054.0,15131.0,
2023-03-27,0.0,0.0,21852.57,297.71,102697566.0,1117054.0,15506.0,
2023-03-28,0.0,0.0,21852.57,297.71,102697566.0,1117054.0,15416.0,
2023-03-29,0.0,0.0,21852.57,297.71,102697566.0,1117054.0,15077.0,
2023-03-30,0.0,0.0,21852.57,297.71,102697566.0,1117054.0,14750.0,
2023-03-31,0.0,0.0,21852.57,297.71,102697566.0,1117054.0,14284.0,
2023-04-01,0.0,0.0,21852.57,297.71,102697566.0,1117054.0,13654.0,
2023-04-02,176358.0,1746.0,25194.0,249.43,102873924.0,1118800.0,13767.0,
2023-04-03,0.0,0.0,25194.0,249.43,102873924.0,1118800.0,14117.0,
2023-04-04,0.0,0.0,25194.0,249.43,102873924.0,1118800.0,13963.0,
2023-04-05,0.0,0.0,25194.0,249.43,102873924.0,1118800.0,13631.0,
2023-04-06,0.0,0.0,25194.0,249.43,102873924.0,1118800.0,13391.0,
2023-04-07,0.0,0.0,25194.0,249.43,102873924.0,1118800.0,12944.0,
2023-04-08,0.0,0.0,25194.0,249.43,102873924.0,1118800.0,12196.0,
2023-04-09,103472.0,1729.0,14781.71,247.0,102977396.0,1120529.0,12202.0,
2023-04-10,0.0,0.0,14781.71,247.0,102977396.0,1120529.0,12553.0,
2023-04-11,0.0,0.0,14781.71,247.0,102977396.0,1120529.0,12462.0,
2023-04-12,0.0,0.0,14781.71,247.0,102977396.0,1120529.0,12310.0,
2023-04-13,0.0,0.0,14781.71,247.0,102977396.0,1120529.0,12148.0,
2023-04-14,0.0,0.0,14781.71,247.0,102977396.0,1120529.0,11873.0,
2023-04-15,0.0,0.0,14781.71,247.0,102977396.0,1120529.0,11725.0,
2023-04-16,104057.0,1290.0,14865.29,184.29,103081453.0,1121819.0,11744.0,
2023-04-17,0.0,0.0,14865.29,184.29,103081453.0,1121819.0,11901.0,
2023-04-18,0.0,0.0,14865.29,184.29,103081453.0,1121819.0,11623.0,
2023-04-19,0.0,0.0,14865.29,184.29,103081453.0,1121819.0,11341.0,
2023-04-20,0.0,0.0,14865.29,184.29,103081453.0,1121819.0,10997.0,
2023-04-21,0.0,0.0,14865.29,184.29,103081453.0,1121819.0,10736.0,
2023-04-22,0.0,0.0,14865.29,184.29,103081453.0,1121819.0,10267.0,
2023-04-23,98467.0,1198.0,14066.71,171.14,103179920.0,1123017.0,10332.0,
2023-04-24,0.0,0.0,14066.71,171.14,103179920.0,1123017.0,10470.0,
2023-04-25,0.0,0.0,14066.71,171.14,103179920.0,1123017.0,10226.0,
2023-04-26,0.0,0.0,14066.71,171.14,103179920.0,1123017.0,9917.0,
2023-04-27,0.0,0.0,14066.71,171.14,103179920.0,1123017.0,9653.0,
2023-04-28,0.0,0.0,14066.71,171.14,103179920.0,1123017.0,9490.0,
2023-04-29,0.0,0.0,14066.71,171.14,103179920.0,1123017.0,9162.0,
2023-04-30,86484.0,1046.0,12354.86,149.43,103266404.0,1124063.0,9340.0,
2023-05-01,0.0,0.0,12354.86,149.43,103266404.0,1124063.0,9462.0,
2023-05-02,0.0,0.0,12354.86,149.43,103266404.0,1124063.0,9357.0,
2023-05-03,0.0,0.0,12354.86,149.43,103266404.0,1124063.0,9087.0,
2023-05-04,0.0,0.0,12354.86,149.43,103266404.0,1124063.0,8937.0,
2023-05-05,0.0,0.0,12354.86,149.43,103266404.0,1124063.0,8649.0,
2023-05-06,0.0,0.0,12354.86,149.43,103266404.0,1124063.0,8311.0,
2023-05-07,77165.0,1146.0,11023.57,163.71,103343569.0,1125209.0,8426.0,
2023-05-08,0.0,0.0,11023.57,163.71,103343569.0,1125209.0,8715.0,
2023-05-09,0.0,0.0,11023.57,163.71,103343569.0,1125209.0,8720.0,
2023-05-10,0.0,0.0,11023.57,163.71,103343569.0,1125209.0,8574.0,
2023-05-11,0.0,0.0,11023.57,163.71,103343569.0,1125209.0,8405.0,
